date,type,category,description,amount
2023-01-06,revenue,Online / Digital Sales,Wholesale shipment,6084.41
02/14/2022,expense,Professional Services (Legal/Accounting),Equipment purchase,12868.92
2026-10-29,revenue,Other Revenue,Service contract payment,12056.6
2023-10-21,revenue,Online / Digital Sales,Retainer fee,2815.26
2025-01-01,expense,Other Expense,,4620.17
2023-04-24,Revenue,Rent / Office Space,Office rent payment,13963.26
2021-05-28,expense,Software & Subscriptions,Equipment purchase,2285.81
2024-12-09,revenue,Online / Digital Sales,Affiliate payout received,22256.58
2020-10-08,revenue,Subscription Income,License renewal,4610.95
2023-05-29,Income,Other Expense,Insurance premium,4265.57
2026-08-31,revenue,Consulting / Retainers,Consulting engagement,14484.61
2021-10-30,revenue,Subscription Income,Project milestone payment,20199.28
2020-09-08,revenue,Wholesale Revenue,Referral commission,8654.26
2022-10-02,revenue,,Service contract payment,16866.25
2025-07-11,revenue,Other Revenue,Monthly subscription charge,-10817.31
2025/02/13,revenue,Online / Digital Sales,Referral commission,17645.01
2022-03-18,EXPENSE,Other Expense,Equipment purchase,13836.15
2021-09-04,REVENUE,Subscription Income,Service contract payment,2590.51
2021-03-01,revenue,Online / Digital Sales,Enterprise agreement,12507.6
2025-11-16,expense,Marketing & Advertising,Legal retainer fee,8878.32
2027-02-06,expense,Cost of Goods Sold (COGS),Legal retainer fee,7464.8
2021-03-30,revenue,Other Revenue,Online store order,19400.14
2023-03-16,revenue,Other Revenue,Q1 client invoice,16187.57
2025-04-09,expense,Salaries & Wages,Software license renewal,-10271.76
2023-01-21,revenue,Product Sales,Service contract payment,20572.07
2022-11-13,revenue,Product Sales,Digital download sale,2593.1
2023-06-13,revenue,Subscription Income,Referral commission,23880.26
11/11/2023,revenue,Service Revenue,Affiliate payout received,14942.65
2025-09-26,expense,Salaries & Wages,Monthly payroll,N/A
2023-06-20,revenue,Subscription Income,Project milestone payment,12048.72
2021-03-18,expense,Other Expense,Printing & postage,9724.29
2022-10-25,revenue,Affiliate / Referral Revenue,Affiliate payout received,(3357.67)
2021-11-03,revenue,Subscription Income,License renewal,"$22,937.45"
2025-09-08,revenue,Affiliate / Referral Revenue,Q1 client invoice,15363.07
2025-04-27,expense,Other Expense,Insurance premium,"$14,847.81"
2024-08-27,expense,Professional Services (Legal/Accounting),Office rent payment,13109.0
2021-11-19,revenue,Online / Digital Sales,Annual subscription,1687.59
2021-11-19,revenue,Online / Digital Sales,Annual subscription,1687.59
2022-03-26,expense,Marketing & Advertising,Printing & postage,5612.2
2023-09-11,expense,Other Expense,Legal retainer fee,1837.17
2019-08-03,revenue,Wholesale Revenue,Affiliate payout received,18733.36
2022-01-17,Income,Salaries & Wages,Legal retainer fee,9370.8
2025/12/06,expense,Rent / Office Space,Conference registration,120.2
2022-11-03,revenue,Product Sales,Enterprise agreement,6177.19
2021-07-29,expense,Software & Subscriptions,Contractor payment,(10437.15)
2026-10-08,expense,Salaries & Wages,Google Ads campaign,7411.29
2021-05-09,revenue,Online / Digital Sales,Affiliate payout received,18427.45
2020-02-17,revenue,Product Sales,Consulting engagement,-13388.15
2024-11-10,expense,Rent / Office Space,Utilities bill,4303.34
2027-01-23,revenue,Service Revenue,Monthly subscription charge,16228.04
2025-07-21,revenue,Online / Digital Sales,Digital download sale,
2021-10-25,revenue,Other Revenue,Affiliate payout received,14308.34
2027-11-09,revenue,Product Sales,Project milestone payment,14326.83
2022-10-02,EXPENSE,Software & Subscriptions,Utilities bill,12821.16
2021-03-07,revenue,Wholesale Revenue,Service contract payment,TBD
2025-06-23,revenue,product sales,Product bundle sale,11696.84
07/11/2023,expense,Cost of Goods Sold (COGS),Utilities bill,5572.54
2025-09-09,revenue,Wholesale Revenue,Online store order,"$10,505.02"
2020-03-13,revenue,Software,Enterprise agreement,11571.72
2020-05-13,revenue,Affiliate / Referral Revenue,Referral commission,N/A
2021-08-12,revenue,product sales,Wholesale shipment,23908.91
2020-01-26,expense,Rent / Office Space,Monthly payroll,6189.26
2022-05-30,Rev,Rent / Office Space,Contractor payment,4240.53
2023-07-29,revenue,Wholesale Revenue,Digital download sale,1083.33
2025-08-28,expense,marketing,Office rent payment,2510.77
2020-10-20,revenue,Wages,Q1 client invoice,14417.88
2020/07/24,expense,Marketing & Advertising,Office rent payment,5565.28
2020-01-05,expense,Salaries & Wages,Travel & lodging,1898.71
2021-04-07,revenue,Consulting / Retainers,Service contract payment,6044.64
2024-05-01,EXPENSE,Other Expense,Insurance premium,3054.73
2020-08-29,REVENUE,Service Revenue,Digital download sale,4228.92
2021-06-28,revenue,Other Revenue,Retainer fee,15374.52
2021-04-09,expense,Other Expense,Office supplies,"$1,464.61"
2023-08-11,expense,Marketing & Advertising,Equipment purchase,3028.64
2020-03-13,revenue,Online / Digital Sales,Project milestone payment,469.04
2024-06-30,revenue,Wholesale Revenue,Q1 client invoice,13693.45
2021-04-13,expense,Software & Subscriptions,Office rent payment,"$11,095.70"
2025-01-09,expense,Rent / Office Space,Software license renewal,$300.08
04/06/2020,expense,Other Expense,Legal retainer fee,11561.32
2015-09-23,expense,Cost of Goods Sold (COGS),Conference registration,2185.67
2024-09-05,revenue,Affiliate / Referral Revenue,Project milestone payment,3618.62
2020-06-27,revenue,Service Revenue,Monthly subscription charge,21286.34
2025-03-29,revenue,Wholesale Revenue,Consulting engagement,N/A
2020-11-11,Exp,Software & Subscriptions,Conference registration,4686.32
2021-01-26,Costs,Consulting / Retainers,License renewal,8139.15
2022-07-03,expense,Professional Services (Legal/Accounting),Monthly payroll,2929.11
2023-01-14,credit,Software & Subscriptions,Travel & lodging,6378.95
2020-11-17,revenue,Product Sales,Wholesale shipment,9386.88
2021-06-01,revenue,Consulting / Retainers,Online store order,"$13,438.71"
2021-09-11,other,Other Expense,Insurance premium,964.44
2023-03-26,revenue,Wholesale Revenue,Retainer fee,(14843.96)
2025-02-12,revenue,Other,Affiliate payout received,17626.87
2021-06-05,revenue,Wholesale Revenue,Referral commission,N/A
2020-12-17,EXPENSE,Marketing & Advertising,Office supplies,11521.24
2023-02-20,revenue,Affiliate / Referral Revenue,Consulting engagement,20805.21
2020-01-16,expense,Rent / Office Space,Printing & postage,9068.5
2023-09-29,revenue,Service Revenue,Product bundle sale,15149.64
2024-10-24,expense,Rent / Office Space,Insurance premium,1536.66
2023-10-11,expense,Marketing & Advertising,,9167.46
2024-12-29,expense,Professional Services (Legal/Accounting),Software license renewal,5995.83
2023-08-09,expense,Marketing & Advertising,  Software license renewal  ,14694.97
2021-07-08,expense,Professional Services (Legal/Accounting),Legal retainer fee,2152.16
2022-09-25,revenue,Affiliate / Referral Revenue,Project milestone payment,-11513.04
2024-08-26,expense,Cost of Goods Sold (COGS),Conference registration,4924.8
07/05/2025,expense,Cost of Goods Sold (COGS),Equipment purchase,4135.33
2025-09-20,expense,Professional Services (Legal/Accounting),Insurance premium,1472.84
2021-11-18,revenue,Online / Digital Sales,Wholesale shipment,24830.23
2021-11-14,expense,Other Expense,Office rent payment,1081.85
2023-04-21,expense,Professional Services (Legal/Accounting),Monthly payroll,7328.78
2023-07-23,revenue,Wholesale Revenue,Project milestone payment,24685.35
2020-01-05,expense,,Conference registration,10304.16
2021-11-04,revenue,Service Revenue,Service contract payment,-5523.66
2023-08-24,debit,Cost of Goods Sold (COGS),Insurance premium,2695.68
2022-01-28,expense,Software & Subscriptions,  Equipment purchase  ,3548.2
2021-08-21,expense,Professional Services (Legal/Accounting),AWS hosting bill,2883.7
2022-09-16,revenue,Affiliate / Referral Revenue,Wholesale shipment,TBD
2025-09-03,revenue,Online / Digital Sales,Q1 client invoice,5551.19
2020-03-23,expense,Other Expense,Office supplies,8847.94
2021-07-15,revenue,Online / Digital Sales,Affiliate payout received,4708.25
2022-09-25,revenue,Consulting / Retainers,Project milestone payment,(17335.07)
2024-10-17,revenue,Consulting / Retainers,Q1 client invoice,20809.1
2024-03-27,revenue,Other Revenue,,11466.44
2025-06-28,REVENUE,Consulting / Retainers,Enterprise agreement,9550.0
2017-03-28,expense,Professional Services (Legal/Accounting),Monthly payroll,2673.86
2020-12-10,revenue,Product Sales,Annual subscription,10756.71
2020-08-20,revenue,Subscription Income,Project milestone payment,19765.02
2020-07-11,expense,Salaries & Wages,  Office supplies  ,10323.3
2023-11-17,EXPENSE,Marketing & Advertising,Google Ads campaign,6769.52
2023-12-06,REVENUE,Consulting / Retainers,Retainer fee,277.39
2025-04-26,other,Service Revenue,Monthly subscription charge,13828.51
2024-07-20,revenue,Affiliate / Referral Revenue,Monthly subscription charge,9632.71
2020-04-11,expense,Other Expense,Monthly payroll,11568.61
2024-10-07,expense,Rent / Office Space,Printing & postage,2704.08
2020-05-31,expense,Software & Subscriptions,Insurance premium,"$12,599.81"
2021-12-19,revenue,Consulting / Retainers,Retainer fee,19728.6
2023-10-10,revenue,Subscription Income,Product bundle sale,20921.4
2024-01-24,revenue,Subscription Income,Enterprise agreement,16502.81
2024-01-24,revenue,Subscription Income,Enterprise agreement,16502.81
2025-05-07,revenue,product sales,Affiliate payout received,24965.24
2021-01-17,revenue,Online / Digital Sales,Service contract payment,5242.52
2027-01-15,revenue,Affiliate / Referral Revenue,Enterprise agreement,14241.93
2025-02-05,Revenue,Affiliate / Referral Revenue,Enterprise agreement,1838.8
2024-02-20,revenue,Subscription Income,Monthly subscription charge,22012.23
2020-03-29,expense,Marketing & Advertising,Equipment purchase,3082.27
2023-02-12,revenue,Subscription Income,,1035.6
2021-10-02,revenue,Other Revenue,Digital download sale,17102.86
2023-09-20,expense,Professional Services (Legal/Accounting),Office rent payment,11355.02
2021-05-09,revenue,Subscription Income,Project milestone payment,15358.84
2024-01-19,EXPENSE,Cost of Goods Sold (COGS),Contractor payment,13715.63
2023-08-24,expense,Rent / Office Space,Conference registration,"$11,548.10"
2024-08-31,expense,Professional Services (Legal/Accounting),AWS hosting bill,9397.63
2024-08-31,expense,Professional Services (Legal/Accounting),AWS hosting bill,9397.63
2027-02-07,revenue,Wholesale Revenue,Enterprise agreement,6711.64
2024-05-03,expense,Cost of Goods Sold (COGS),Equipment purchase,-14324.88
2026-01-23,expense,Marketing & Advertising,Monthly payroll,9370.28
2024-11-25,revenue,Affiliate / Referral Revenue,Consulting engagement,13374.44
2021-04-13,expense,Subscription,Office supplies,14490.99
2023-08-27,revenue,Other Revenue,License renewal,8566.71
2025-07-20,revenue,Other Revenue,Online store order,15897.11
2019-11-16,expense,Cost of Goods Sold (COGS),Office rent payment,2551.51
2025-07-02,expense,Wages,Conference registration,13931.01
2020-04-02,revenue,Other Revenue,Annual subscription,10636.22
2024-08-09,expense,Other Expense,Office rent payment,
2026-11-01,expense,Other Expense,Accounting services,11963.2
2022-02-26,Costs,Wholesale Revenue,Monthly subscription charge,11931.38
2021-07-30,expense,Other Expense,Printing & postage,778.54
2023-07-27,expense,Cost of Goods Sold (COGS),Monthly payroll,10322.3
2021-02-01,revenue,advertising,Monthly subscription charge,21278.84
2022-07-02,expense,salaries,AWS hosting bill,318.45
2025-03-03,expense,Software & Subscriptions,Software license renewal,14997.6
2021-02-20,expense,Rent / Office Space,Insurance premium,3695.21
2022-01-14,revenue,Online / Digital Sales,Q1 client invoice,12493.31
2020-02-18,revenue,Online / Digital Sales,Consulting engagement,17045.03
2025-07-20,revenue,Consulting / Retainers,Project milestone payment,"$24,959.99"
2024-03-08,expense,cost of goods,Utilities bill,956.04
2024-09-28,expense,Other Expense,Contractor payment,5966.27
2024-01-23,revenue,Other Revenue,Project milestone payment,18598.84
03/02/2024,revenue,Consulting / Retainers,Monthly subscription charge,3240.64
2016-06-03,revenue,Other Revenue,Wholesale shipment,23054.34
2025-02-25,revenue,Other Revenue,Annual subscription,"$6,415.46"
2025-11-14,expense,Professional Services (Legal/Accounting),Utilities bill,9413.02
2021-02-11,revenue,Product Sales,Project milestone payment,(17040.28)
2017-09-20,revenue,Other Revenue,Service contract payment,24418.1
2027-06-25,revenue,Online / Digital Sales,Annual subscription,4660.35
2027-06-25,revenue,Online / Digital Sales,Annual subscription,4660.35
2021-10-15,revenue,Wholesale Revenue,,2993.15
2023-09-14,expense,Professional Services (Legal/Accounting),Printing & postage,3568.22
2023-01-03,revenue,Service Revenue,Affiliate payout received,7574.0
2025-05-26,expense,Professional Services (Legal/Accounting),Equipment purchase,"$2,332.89"
2022-11-07,revenue,Wholesale Revenue,Enterprise agreement,21894.82
2022-11-07,revenue,Wholesale Revenue,Enterprise agreement,21894.82
2020-11-27,REVENUE,Subscription Income,Referral commission,7433.0
2023-07-26,expense,Software & Subscriptions,Utilities bill,10497.51
2021-12-09,revenue,Product Sales,Consulting engagement,19083.55
2022-03-02,Income,Software & Subscriptions,AWS hosting bill,8153.57
2025-02-16,expense,Marketing & Advertising,AWS hosting bill,-1178.93
2025-02-06,Exp,Product Sales,Q1 client invoice,17339.87
2022-12-14,expense,Rent / Office Space,Conference registration,14212.95
2025-01-15,revenue,Affiliate / Referral Revenue,Referral commission,19335.46
2025-09-30,revenue,Wholesale Revenue,Online store order,798.18
2022-07-27,Income,Consulting / Retainers,Retainer fee,23269.79
2020-11-14,expense,Marketing & Advertising,Conference registration,
2025-03-17,revenue,Product Sales,Service contract payment,TBD
2021-12-09,revenue,Wholesale Revenue,Consulting engagement,TBD
2021-07-17,revenue,Wholesale Revenue,Online store order,16262.25
2021-04-03,revenue,,Q1 client invoice,22912.6
2022-06-10,REVENUE,Affiliate / Referral Revenue,License renewal,9356.95
2022-10-21,revenue,Consulting / Retainers,,4141.0
2023-07-10,revenue,Service Revenue,Online store order,24232.04
2020-11-08,expense,Cost of Goods Sold (COGS),,6931.16
2024-04-01,expense,Salaries & Wages,Conference registration,7563.08
2021-09-04,revenue,Consulting / Retainers,Affiliate payout received,18343.73
2022-07-11,revenue,Affiliate / Referral Revenue,Referral commission,15943.07
2024-11-24,expense,Marketing & Advertising,Monthly payroll,279.66
2024-09-12,revenue,COGS,Affiliate payout received,10174.78
2020-05-10,expense,Rent / Office Space,Travel & lodging,(8718.43)
2021-04-13,revenue,Online / Digital Sales,Consulting engagement,
2022-04-29,revenue,Service Revenue,License renewal,TBD
2021-04-05,expense,product sales,Printing & postage,11643.84
2025-09-02,expense,Professional Services (Legal/Accounting),Monthly payroll,10840.43
2022-01-01,revenue,Other Revenue,Digital download sale,8505.14
2024-03-04,revenue,Other Revenue,Wholesale shipment,20809.47
"May 13, 2022",revenue,Product Sales,Enterprise agreement,11730.52
2025-10-30,expense,Rent / Office Space,Equipment purchase,5913.39
2023-11-03,expense,Cost of Goods Sold (COGS),Travel & lodging,-10571.89
2026-12-10,revenue,Product Sales,Online store order,2187.17
2023-07-02,revenue,Product Sales,Affiliate payout received,2662.19
